subject_id,variant,outcome,company_size,days_since_signup,plan_type,feature_usage_count,pre_experiment_outcome,experiment_day
saas_009586,0,0.0,100.0,5.0,0.0,9.0,27.83,2
saas_004365,0,29.34,85.0,14.0,0.0,11.0,21.47,29
saas_006999,0,12.27,40.0,12.0,0.0,12.0,35.19,7
saas_000423,1,18.92,2.0,4.0,1.0,8.0,13.47,8
saas_000280,1,79.46,41.0,66.0,0.0,6.0,53.98,10
saas_001904,0,61.38,50.0,1.0,0.0,6.0,58.13,25
saas_000595,1,23.93,10.0,13.0,1.0,8.0,33.62,1
saas_008579,0,0.0,247.0,25.0,0.0,5.0,0.0,27
saas_003917,1,30.43,7.0,7.0,0.0,7.0,21.13,3
saas_006142,1,57.17,381.0,6.0,1.0,9.0,28.44,7
saas_005661,1,22.68,28.0,1.0,0.0,6.0,38.5,9
saas_005778,0,10.96,143.0,17.0,1.0,11.0,30.6,9
saas_003618,1,63.42,33.0,16.0,0.0,6.0,42.39,13
saas_006845,1,0.45,51.0,1.0,0.0,6.0,0.0,19
saas_000839,0,38.91,12.0,3.0,1.0,12.0,29.99,12
saas_004596,1,22.04,11.0,3.0,1.0,6.0,23.91,2
saas_007496,0,0.0,13.0,7.0,0.0,6.0,0.18,16
saas_000141,1,35.39,4.0,8.0,1.0,7.0,30.43,17
saas_002597,1,0.45,30.0,10.0,1.0,8.0,1.21,14
saas_006701,0,30.04,271.0,4.0,0.0,16.0,36.46,12
saas_007756,1,66.66,44.0,36.0,2.0,6.0,36.77,14
saas_001377,0,50.61,26.0,1.0,0.0,10.0,41.19,8
saas_003674,1,44.65,2.0,19.0,1.0,7.0,42.25,3
saas_008770,1,38.84,10.0,16.0,2.0,7.0,60.28,19
saas_009895,1,36.25,380.0,54.0,0.0,6.0,31.91,23
saas_006362,1,18.33,13.0,1.0,1.0,8.0,2.7,11
saas_004741,1,13.88,16.0,3.0,1.0,7.0,17.55,4
saas_003808,0,18.12,17.0,28.0,2.0,5.0,18.41,3
saas_001138,1,62.17,17.0,18.0,1.0,11.0,28.59,30
saas_002257,0,24.54,29.0,3.0,0.0,8.0,26.22,3
saas_007865,0,0.0,18.0,4.0,0.0,9.0,8.13,15
saas_001787,0,51.31,1.0,8.0,0.0,4.0,31.93,29
saas_003938,0,0.0,22.0,41.0,0.0,7.0,10.9,2
saas_009316,0,35.98,9.0,19.0,1.0,11.0,29.56,27
saas_004646,0,61.82,18.0,10.0,0.0,4.0,43.2,21
saas_000459,1,26.98,19.0,40.0,0.0,9.0,29.34,24
saas_006115,0,0.0,177.0,3.0,0.0,10.0,2.29,28
saas_009542,1,0.45,20.0,23.0,0.0,2.0,6.69,28
saas_000948,0,19.64,35.0,11.0,0.0,9.0,35.58,22
saas_003700,0,51.74,18.0,19.0,2.0,7.0,20.66,19
saas_001336,0,33.87,40.0,11.0,0.0,7.0,47.8,12
saas_006370,1,0.45,51.0,1.0,0.0,3.0,16.11,10
saas_004628,0,8.98,7.0,3.0,1.0,5.0,21.29,20
saas_006286,1,30.13,127.0,3.0,2.0,1.0,30.25,13
saas_005925,1,27.46,4.0,6.0,0.0,9.0,37.41,13
saas_005934,1,4.41,1.0,2.0,1.0,7.0,14.35,17
saas_006040,0,20.42,492.0,6.0,1.0,13.0,22.29,13
saas_000441,0,2.27,32.0,5.0,0.0,9.0,11.31,3
saas_006659,1,0.45,1.0,5.0,0.0,7.0,1.73,13
saas_001602,0,31.09,133.0,3.0,0.0,8.0,37.83,2
saas_002238,1,47.7,5.0,11.0,1.0,9.0,26.67,1
saas_000639,1,54.26,44.0,33.0,0.0,7.0,55.98,6
saas_009820,1,54.05,10.0,10.0,1.0,10.0,40.69,11
saas_003830,1,0.45,4.0,3.0,1.0,11.0,0.0,5
saas_009395,1,7.57,24.0,10.0,0.0,9.0,23.99,18
saas_006144,0,27.3,83.0,11.0,1.0,12.0,19.65,22
saas_007985,0,2.58,25.0,57.0,1.0,11.0,33.04,13
saas_009052,1,30.77,4.0,26.0,0.0,5.0,33.67,18
saas_006344,1,62.36,4.0,1.0,1.0,3.0,55.4,16
saas_002501,0,35.3,29.0,10.0,0.0,10.0,32.68,11
saas_001958,1,32.77,13.0,13.0,0.0,11.0,30.8,2
saas_001070,0,10.03,14.0,4.0,0.0,9.0,10.94,30
saas_000155,1,29.11,284.0,12.0,2.0,10.0,22.84,3
saas_002295,0,0.0,80.0,12.0,1.0,10.0,8.28,3
saas_009801,1,36.25,2.0,5.0,0.0,9.0,39.44,27
saas_004578,0,21.0,9.0,18.0,0.0,4.0,12.5,1
saas_001089,0,15.31,13.0,14.0,0.0,6.0,24.09,9
saas_006049,1,0.45,15.0,2.0,2.0,8.0,5.3,26
saas_006415,0,51.98,4.0,5.0,1.0,9.0,48.45,17
saas_002940,1,27.39,236.0,2.0,1.0,5.0,17.51,24
saas_000723,0,70.88,2.0,4.0,0.0,4.0,36.34,30
saas_004384,1,59.8,59.0,3.0,0.0,8.0,31.49,14
saas_000930,1,22.36,20.0,4.0,0.0,11.0,12.93,25
saas_002909,1,39.41,45.0,1.0,0.0,6.0,45.5,2
saas_007845,1,21.99,89.0,4.0,0.0,11.0,11.68,18
saas_006763,1,14.68,159.0,5.0,0.0,13.0,0.0,5
saas_008388,1,43.97,39.0,4.0,0.0,6.0,9.69,27
saas_006416,0,100.0,154.0,4.0,2.0,15.0,64.89,5
saas_000895,0,18.83,96.0,48.0,1.0,7.0,32.7,8
saas_003247,1,26.02,2.0,16.0,0.0,8.0,30.78,29
saas_002326,1,38.48,1.0,7.0,0.0,5.0,32.15,3
saas_007096,0,40.58,2.0,11.0,0.0,5.0,26.89,29
saas_009505,1,49.57,81.0,1.0,1.0,10.0,48.04,25
saas_007581,0,15.61,82.0,12.0,1.0,8.0,3.99,3
saas_009742,1,0.45,3.0,11.0,0.0,8.0,4.96,24
saas_005038,1,10.15,1.0,10.0,1.0,9.0,30.34,10
saas_006450,1,13.29,66.0,14.0,1.0,4.0,22.14,12
saas_004136,1,16.71,159.0,14.0,0.0,9.0,11.13,28
saas_009248,1,74.04,140.0,40.0,2.0,13.0,71.59,16
saas_001715,0,25.02,24.0,7.0,0.0,3.0,23.78,13
saas_001698,1,8.95,1.0,1.0,0.0,9.0,19.14,14
saas_009690,1,39.04,47.0,18.0,1.0,9.0,17.71,15
saas_009549,1,8.84,10.0,13.0,0.0,10.0,35.54,28
saas_009971,1,40.61,102.0,6.0,0.0,13.0,24.83,20
saas_008224,1,12.22,78.0,15.0,0.0,8.0,9.62,3
saas_003831,1,38.91,500.0,15.0,0.0,8.0,23.14,22
saas_006299,0,0.0,8.0,23.0,0.0,6.0,24.47,4
saas_003348,1,3.5,45.0,1.0,0.0,7.0,22.47,25
saas_009518,0,17.22,23.0,34.0,0.0,9.0,30.77,25
saas_000985,1,0.45,51.0,1.0,1.0,6.0,0.0,12
saas_001821,0,45.46,63.0,42.0,1.0,5.0,30.76,25
saas_004571,0,28.45,235.0,10.0,0.0,8.0,28.6,13
saas_000587,1,57.84,5.0,1.0,0.0,13.0,37.15,23
saas_009757,0,5.66,272.0,1.0,0.0,6.0,27.71,23
saas_005077,1,12.13,22.0,7.0,0.0,4.0,13.2,10
saas_007782,0,11.99,15.0,28.0,2.0,10.0,2.26,6
saas_008323,0,35.25,55.0,22.0,2.0,10.0,39.52,23
saas_009522,1,36.49,40.0,3.0,1.0,9.0,40.25,12
saas_009967,1,4.68,13.0,5.0,1.0,8.0,28.31,4
saas_005483,1,77.45,168.0,3.0,2.0,10.0,42.59,10
saas_007746,1,24.53,72.0,28.0,0.0,12.0,37.17,10
saas_009280,1,59.16,2.0,1.0,1.0,7.0,41.56,21
saas_005514,1,0.45,10.0,19.0,2.0,12.0,8.22,22
saas_009527,0,28.21,9.0,3.0,0.0,2.0,28.25,11
saas_008871,0,45.72,180.0,1.0,1.0,3.0,38.84,28
saas_005553,0,8.84,7.0,31.0,0.0,7.0,14.24,14
saas_003557,0,0.75,37.0,15.0,0.0,4.0,28.27,25
saas_001395,0,22.68,328.0,7.0,0.0,6.0,22.48,9
saas_000264,1,27.72,40.0,1.0,0.0,5.0,11.91,16
saas_003547,1,74.92,96.0,31.0,0.0,13.0,43.99,7
saas_006844,1,84.62,12.0,1.0,0.0,6.0,36.43,10
saas_007628,0,61.72,15.0,24.0,1.0,9.0,19.89,8
saas_006788,0,46.64,2.0,3.0,2.0,14.0,36.13,8
saas_003069,1,5.2,5.0,7.0,0.0,6.0,3.78,20
saas_005025,1,26.48,1.0,21.0,1.0,11.0,24.76,18
saas_008396,1,0.45,7.0,64.0,2.0,9.0,24.47,30
saas_003864,1,65.85,1.0,7.0,0.0,6.0,16.09,24
saas_009072,1,30.14,42.0,13.0,0.0,6.0,25.9,3
saas_002400,0,28.6,10.0,10.0,1.0,7.0,8.85,4
saas_006274,0,67.2,16.0,14.0,1.0,5.0,66.8,14
saas_008484,1,38.84,22.0,4.0,0.0,11.0,30.75,15
saas_003711,1,16.69,54.0,8.0,0.0,4.0,23.6,25
saas_000246,1,13.36,3.0,22.0,1.0,11.0,20.93,29
saas_001594,0,10.63,35.0,3.0,0.0,9.0,30.93,16
saas_009682,1,12.4,20.0,3.0,0.0,7.0,48.16,5
saas_001529,1,47.66,50.0,3.0,0.0,9.0,23.64,28
saas_008223,0,23.43,288.0,4.0,1.0,10.0,0.0,4
saas_000923,1,22.65,8.0,24.0,0.0,5.0,13.64,17
saas_007553,0,17.13,54.0,1.0,0.0,6.0,24.75,26
saas_004364,0,5.59,1.0,31.0,2.0,7.0,7.8,24
saas_000669,0,7.95,1.0,3.0,0.0,6.0,30.91,3
saas_003604,1,2.8,22.0,11.0,0.0,9.0,0.0,3
saas_005108,0,4.5,13.0,15.0,0.0,9.0,3.08,29
saas_001910,0,18.25,6.0,21.0,0.0,3.0,49.18,10
saas_008344,1,0.45,1.0,1.0,0.0,6.0,13.97,10
saas_005248,1,87.6,32.0,9.0,1.0,4.0,36.41,15
saas_007183,1,23.24,29.0,42.0,0.0,8.0,31.43,21
saas_003958,0,0.86,7.0,1.0,1.0,8.0,4.27,13
saas_006957,0,28.31,51.0,3.0,1.0,8.0,37.28,30
saas_006026,1,3.02,22.0,6.0,0.0,7.0,5.43,28
saas_005643,0,27.32,277.0,9.0,0.0,14.0,53.71,7
saas_002696,1,0.45,42.0,68.0,0.0,9.0,25.58,30
saas_002591,0,12.01,511.0,1.0,0.0,4.0,25.81,5
saas_005906,0,34.43,21.0,1.0,2.0,11.0,7.5,29
saas_001781,1,22.27,23.0,22.0,1.0,8.0,23.15,25
saas_006509,1,37.68,36.0,9.0,1.0,9.0,49.23,2
saas_003013,0,49.79,23.0,11.0,0.0,12.0,31.3,7
saas_007133,0,57.12,10.0,16.0,0.0,9.0,47.37,16
saas_002307,0,3.13,20.0,4.0,0.0,12.0,21.28,11
saas_007276,1,54.49,514.0,3.0,1.0,13.0,32.58,13
saas_003690,0,34.11,58.0,8.0,0.0,11.0,24.52,12
saas_000687,1,63.89,190.0,3.0,1.0,8.0,33.38,20
saas_006011,0,24.59,57.0,16.0,1.0,11.0,37.28,4
saas_007071,0,50.94,84.0,1.0,0.0,4.0,39.18,14
saas_000612,0,27.03,2.0,18.0,0.0,11.0,17.51,7
saas_007167,1,12.71,25.0,7.0,2.0,7.0,20.16,15
saas_009205,1,46.94,13.0,6.0,1.0,11.0,22.92,12
saas_003200,0,31.33,8.0,2.0,0.0,6.0,10.46,10
saas_002267,1,10.56,14.0,3.0,1.0,9.0,38.61,17
saas_009781,1,17.93,14.0,37.0,0.0,9.0,17.06,28
saas_006629,1,34.6,7.0,24.0,0.0,9.0,14.89,15
saas_004135,1,0.45,8.0,29.0,1.0,6.0,30.74,18
saas_001898,1,58.7,10.0,14.0,0.0,8.0,38.51,21
saas_009530,0,14.88,28.0,4.0,0.0,9.0,22.27,24
saas_008153,1,79.35,104.0,23.0,1.0,1.0,55.32,15
saas_000258,1,2.79,16.0,2.0,0.0,13.0,30.22,9
saas_002924,0,53.58,7.0,1.0,0.0,9.0,51.85,5
saas_009424,0,37.74,3.0,11.0,1.0,9.0,45.7,6
saas_004943,0,2.96,6.0,5.0,0.0,8.0,16.34,16
saas_002822,1,7.68,55.0,5.0,1.0,7.0,37.45,29
saas_006529,1,51.46,1.0,4.0,0.0,13.0,25.77,6
saas_003339,1,69.66,1.0,3.0,1.0,8.0,46.93,15
saas_003525,1,13.4,211.0,2.0,0.0,5.0,37.22,25
saas_004563,0,51.27,14.0,29.0,0.0,6.0,52.88,15
saas_009656,0,0.0,10.0,9.0,1.0,16.0,18.38,9
saas_007908,1,30.89,3.0,6.0,2.0,6.0,20.32,23
saas_005329,0,31.96,46.0,17.0,1.0,8.0,52.33,5
saas_005223,1,39.51,36.0,3.0,1.0,8.0,55.03,10
saas_002285,0,26.69,34.0,18.0,1.0,7.0,36.58,17
saas_006063,0,40.95,42.0,7.0,1.0,10.0,23.25,16
saas_004654,1,23.22,24.0,14.0,1.0,6.0,27.57,3
saas_005000,1,37.23,13.0,8.0,2.0,8.0,32.46,17
saas_006710,0,36.2,119.0,25.0,1.0,9.0,37.61,7
saas_009324,1,2.65,520.0,8.0,1.0,12.0,11.53,20
saas_000484,1,38.43,18.0,45.0,1.0,7.0,4.97,19
saas_002211,1,19.01,87.0,2.0,0.0,11.0,7.6,26
saas_005416,1,20.15,50.0,10.0,0.0,7.0,9.42,14
saas_007563,1,3.6,11.0,5.0,0.0,8.0,14.46,29
saas_002555,0,89.04,11.0,8.0,1.0,12.0,60.67,8
saas_000007,0,39.44,12.0,6.0,0.0,6.0,50.5,28
saas_003657,1,44.34,355.0,4.0,0.0,4.0,35.75,19
saas_006411,1,0.45,22.0,31.0,1.0,8.0,21.11,13
saas_009164,1,2.65,242.0,18.0,0.0,10.0,18.81,22
saas_004874,1,8.04,4.0,39.0,0.0,15.0,11.23,23
saas_004402,0,0.0,7.0,9.0,0.0,14.0,7.88,22
saas_008916,1,53.07,47.0,8.0,1.0,6.0,51.59,26
saas_005546,0,0.0,262.0,7.0,1.0,9.0,26.51,19
saas_005297,1,34.4,18.0,4.0,1.0,10.0,16.49,23
saas_002426,1,2.65,473.0,3.0,1.0,12.0,16.43,17
saas_006744,1,40.07,44.0,11.0,0.0,12.0,24.71,11
saas_001814,0,61.53,25.0,4.0,0.0,11.0,26.5,4
saas_006822,1,47.29,677.0,28.0,0.0,10.0,35.15,12
saas_009625,1,6.05,81.0,20.0,1.0,3.0,9.81,22
saas_002274,1,63.34,24.0,36.0,0.0,13.0,50.87,24
saas_001011,1,28.95,174.0,3.0,0.0,9.0,15.17,26
saas_001577,1,37.56,93.0,2.0,0.0,8.0,36.59,22
saas_007264,0,37.32,46.0,3.0,0.0,7.0,36.76,15
saas_001067,1,61.65,39.0,9.0,2.0,10.0,45.61,15
saas_001991,1,11.36,45.0,44.0,1.0,11.0,17.6,18
saas_003970,0,54.76,1.0,41.0,0.0,14.0,28.17,16
saas_009073,0,0.0,98.0,14.0,0.0,5.0,13.31,20
saas_005879,0,30.39,114.0,44.0,1.0,5.0,27.54,16
saas_008430,1,29.25,22.0,4.0,0.0,12.0,20.36,20
saas_004542,0,31.22,1.0,29.0,0.0,10.0,43.56,10
saas_009326,0,6.19,57.0,20.0,0.0,8.0,12.08,1
saas_007193,0,31.62,4.0,1.0,1.0,11.0,8.07,16
saas_003867,1,28.46,243.0,12.0,1.0,10.0,37.17,10
saas_009415,0,4.1,4.0,10.0,2.0,5.0,8.82,2
saas_006823,0,54.61,98.0,24.0,1.0,9.0,34.32,16
saas_003048,0,18.49,76.0,2.0,1.0,5.0,6.32,15
saas_000781,0,35.69,17.0,2.0,0.0,3.0,39.96,18
saas_006747,0,57.4,54.0,7.0,1.0,7.0,45.9,13
saas_002675,1,9.22,34.0,11.0,1.0,11.0,1.38,27
saas_001749,1,59.42,76.0,18.0,0.0,7.0,57.39,1
saas_006222,0,52.75,20.0,18.0,1.0,5.0,43.08,13
saas_007946,1,0.45,49.0,4.0,0.0,15.0,25.5,25
saas_002791,1,0.45,17.0,4.0,0.0,11.0,11.97,8
saas_006519,1,2.15,27.0,6.0,0.0,10.0,38.74,29
saas_005774,1,27.48,904.0,12.0,0.0,5.0,6.06,8
saas_006357,0,52.22,60.0,7.0,0.0,9.0,27.48,6
saas_004979,1,24.24,6.0,33.0,2.0,9.0,15.75,8
saas_007588,1,0.45,3.0,16.0,0.0,8.0,7.15,10
saas_001091,1,19.29,20.0,11.0,0.0,6.0,14.28,12
saas_006526,1,20.16,79.0,1.0,1.0,6.0,27.19,5
saas_009607,0,10.58,87.0,1.0,1.0,6.0,30.05,13
saas_004627,0,60.69,65.0,16.0,1.0,3.0,30.64,3
saas_002324,0,7.99,1.0,18.0,1.0,8.0,43.09,6
saas_006534,0,30.44,2.0,7.0,1.0,8.0,32.39,23
saas_008971,1,35.53,2.0,9.0,1.0,10.0,29.53,12
saas_005055,0,31.93,19.0,1.0,1.0,6.0,6.48,30
saas_002608,1,28.15,69.0,22.0,0.0,6.0,49.4,29
saas_009020,1,8.75,37.0,13.0,0.0,7.0,1.83,4
saas_002290,1,21.76,39.0,90.0,0.0,8.0,0.0,19
saas_001727,0,37.63,9.0,7.0,0.0,8.0,2.24,15
saas_000610,0,51.75,4.0,7.0,1.0,5.0,31.19,2
saas_004666,1,52.18,142.0,20.0,0.0,9.0,38.78,22
saas_008051,0,2.42,75.0,6.0,1.0,5.0,24.67,9
saas_005413,0,0.0,80.0,1.0,0.0,4.0,12.68,25
saas_000343,0,34.24,37.0,11.0,2.0,7.0,38.75,10
saas_004683,0,59.47,7.0,5.0,2.0,5.0,26.97,2
saas_008784,1,0.45,12.0,71.0,2.0,8.0,0.0,5
saas_003750,1,59.23,13.0,7.0,2.0,7.0,45.08,10
saas_008453,0,44.93,42.0,58.0,0.0,10.0,40.31,1
saas_009307,0,7.45,15.0,2.0,0.0,5.0,29.08,30
saas_005999,1,1.29,2.0,5.0,1.0,9.0,20.76,4
saas_003215,1,2.24,40.0,3.0,0.0,7.0,31.92,3
saas_000097,0,72.67,4.0,9.0,1.0,10.0,51.27,18
saas_007387,0,14.67,27.0,1.0,1.0,7.0,28.05,12
saas_007665,1,0.45,100.0,13.0,1.0,15.0,31.88,27
saas_005176,1,21.63,479.0,6.0,1.0,8.0,35.6,3
saas_007279,1,5.01,113.0,8.0,0.0,4.0,27.4,14
saas_006165,0,22.84,45.0,27.0,0.0,8.0,22.08,29
saas_001537,1,0.45,1.0,22.0,0.0,9.0,0.0,10
saas_003588,1,54.28,6.0,11.0,2.0,10.0,41.25,10
saas_009442,0,29.28,3.0,28.0,1.0,6.0,6.39,28
saas_006985,1,21.51,36.0,40.0,2.0,12.0,26.08,3
saas_003648,0,13.41,156.0,13.0,0.0,14.0,8.87,24
saas_002657,1,26.99,4.0,2.0,0.0,12.0,19.82,26
saas_009826,0,55.43,2.0,9.0,0.0,4.0,30.74,10
saas_001517,0,42.01,143.0,21.0,0.0,6.0,31.57,14
saas_005061,1,46.42,66.0,6.0,1.0,7.0,39.63,22
saas_009349,0,42.59,8.0,3.0,1.0,9.0,41.04,27
saas_004624,0,47.46,317.0,12.0,1.0,10.0,45.23,5
saas_004272,0,0.0,36.0,9.0,0.0,7.0,10.33,13
saas_003669,1,0.45,24.0,31.0,1.0,6.0,8.2,6
saas_006566,1,58.36,116.0,31.0,0.0,13.0,38.17,21
saas_005800,1,0.45,9.0,11.0,1.0,6.0,0.9,16
saas_002090,1,43.84,26.0,2.0,0.0,8.0,52.07,24
saas_007097,1,66.54,18.0,1.0,1.0,10.0,71.24,27
saas_006171,0,0.0,1.0,20.0,0.0,7.0,0.0,4
saas_000572,1,32.94,29.0,27.0,1.0,6.0,60.56,17
saas_009558,0,40.61,10.0,1.0,0.0,12.0,37.66,17
saas_004688,0,31.43,14.0,14.0,0.0,14.0,21.95,23
saas_009074,0,27.9,8.0,2.0,0.0,5.0,34.73,23
saas_003062,0,14.11,818.0,12.0,0.0,11.0,15.52,23
saas_009293,0,36.56,1.0,4.0,1.0,10.0,19.4,29
saas_006470,1,0.45,58.0,14.0,1.0,12.0,16.27,4
saas_007160,0,46.05,17.0,4.0,0.0,14.0,9.89,22
saas_006633,1,0.45,2.0,15.0,0.0,8.0,2.94,9
saas_008491,1,47.91,437.0,27.0,0.0,6.0,27.45,11
saas_007925,1,24.09,1.0,5.0,1.0,10.0,20.79,16
saas_007345,1,30.09,1.0,6.0,1.0,6.0,4.4,2
saas_006304,1,28.56,88.0,6.0,2.0,9.0,28.52,6
saas_007900,0,12.52,9.0,1.0,2.0,7.0,29.73,12
saas_009439,1,20.3,27.0,41.0,2.0,10.0,42.08,1
saas_008185,0,43.83,3.0,4.0,1.0,14.0,41.08,25
saas_004479,0,0.0,36.0,5.0,2.0,17.0,0.0,12
saas_004948,1,1.72,19.0,1.0,1.0,9.0,4.22,4
saas_005976,1,9.38,11.0,7.0,0.0,12.0,30.99,14
saas_000370,1,29.78,20.0,11.0,0.0,6.0,15.64,8
saas_001938,1,0.45,7.0,18.0,0.0,4.0,25.46,24
saas_002352,1,0.45,18.0,59.0,1.0,14.0,6.95,21
saas_007127,1,14.08,6.0,1.0,1.0,9.0,32.14,19
saas_001753,0,35.38,8.0,18.0,2.0,14.0,36.25,15
saas_003670,1,39.51,41.0,12.0,2.0,11.0,25.39,15
saas_007298,1,17.28,21.0,17.0,2.0,3.0,23.41,7
saas_003652,1,21.33,72.0,16.0,1.0,11.0,0.0,22
saas_005201,0,19.89,9.0,15.0,1.0,6.0,39.68,11
saas_007909,1,25.6,1.0,1.0,1.0,10.0,20.42,13
saas_002361,0,16.24,4.0,1.0,0.0,4.0,28.6,27
saas_004260,1,0.45,31.0,19.0,0.0,7.0,7.88,4
saas_005432,1,0.45,3.0,7.0,0.0,6.0,0.0,23
saas_006285,1,56.94,2.0,48.0,1.0,8.0,22.52,6
saas_004991,0,57.78,18.0,2.0,1.0,14.0,53.92,21
saas_007600,0,27.94,29.0,20.0,2.0,8.0,20.15,10
saas_009462,0,60.5,24.0,14.0,0.0,16.0,52.9,29
saas_003737,0,12.56,203.0,1.0,0.0,5.0,21.46,26
saas_007520,1,40.51,1.0,4.0,0.0,6.0,21.22,11
saas_008559,0,19.58,9.0,13.0,2.0,8.0,13.15,27
saas_008926,0,74.03,20.0,12.0,2.0,12.0,60.64,13
saas_009990,0,41.07,37.0,23.0,1.0,8.0,26.84,23
saas_005591,1,57.52,25.0,17.0,0.0,11.0,60.65,16
saas_001171,0,24.49,1.0,9.0,0.0,3.0,25.49,25
saas_007370,1,26.53,56.0,5.0,1.0,9.0,21.46,30
saas_007937,1,52.75,33.0,43.0,1.0,13.0,36.19,20
saas_008086,0,37.68,95.0,9.0,2.0,11.0,32.01,14
saas_001422,1,11.81,36.0,6.0,1.0,8.0,25.78,13
saas_006782,1,30.96,3.0,14.0,1.0,5.0,38.56,18
saas_009443,1,46.39,2.0,9.0,1.0,7.0,25.3,21
saas_008139,0,88.67,193.0,24.0,0.0,5.0,51.29,24
saas_009350,1,33.49,218.0,12.0,0.0,11.0,35.81,12
saas_008018,0,2.62,208.0,20.0,0.0,10.0,46.88,12
saas_006339,0,3.64,21.0,7.0,1.0,7.0,0.0,16
saas_009647,1,24.58,84.0,39.0,2.0,6.0,17.42,23
saas_000874,0,0.0,1.0,1.0,0.0,8.0,2.23,1
saas_002297,1,18.19,6.0,1.0,1.0,8.0,30.28,15
saas_002643,1,18.17,4.0,1.0,2.0,7.0,10.56,8
saas_007531,1,0.45,7.0,10.0,1.0,8.0,32.55,26
saas_001719,0,0.0,2.0,4.0,2.0,9.0,0.0,9
saas_005347,1,19.7,172.0,1.0,2.0,8.0,23.33,23
saas_005932,1,21.15,13.0,1.0,1.0,7.0,31.59,7
saas_000840,1,48.18,349.0,10.0,1.0,11.0,52.25,5
saas_009937,1,66.27,65.0,1.0,1.0,11.0,53.35,9
saas_000581,1,33.48,3.0,7.0,1.0,12.0,12.92,1
saas_000204,0,0.0,1.0,1.0,0.0,12.0,0.0,1
saas_001641,0,23.94,42.0,41.0,1.0,7.0,39.07,7
saas_002014,1,53.09,218.0,5.0,0.0,2.0,39.1,15
saas_003253,0,2.66,85.0,14.0,0.0,10.0,1.48,19
saas_007540,1,8.53,4.0,2.0,0.0,9.0,19.69,21
saas_000905,0,76.21,441.0,40.0,0.0,6.0,47.34,5
saas_000631,1,38.65,919.0,7.0,2.0,8.0,29.18,24
saas_008420,1,11.29,30.0,13.0,0.0,7.0,24.62,23
saas_007823,0,72.95,217.0,2.0,1.0,5.0,57.4,9
saas_001974,1,15.37,2.0,11.0,2.0,13.0,32.41,9
saas_000162,1,17.3,489.0,4.0,0.0,7.0,32.18,4
saas_004998,1,6.27,21.0,18.0,1.0,4.0,6.0,5
saas_001243,1,33.62,9.0,26.0,1.0,11.0,54.48,11
saas_009450,0,54.24,40.0,5.0,0.0,9.0,38.95,30
saas_007764,0,15.79,168.0,32.0,0.0,6.0,26.03,20
saas_004713,0,18.27,5.0,2.0,2.0,3.0,29.58,9
saas_000875,1,42.31,1.0,9.0,0.0,6.0,34.78,25
saas_001431,1,26.75,4.0,34.0,2.0,6.0,37.06,24
saas_008738,0,0.0,8.0,40.0,0.0,5.0,21.33,12
saas_006868,1,55.05,2.0,22.0,0.0,6.0,34.61,23
saas_004643,0,42.82,19.0,1.0,1.0,12.0,47.32,11
saas_005080,1,32.99,4.0,25.0,0.0,7.0,40.28,15
saas_005783,1,33.5,9.0,9.0,1.0,13.0,22.4,12
saas_009138,1,53.4,4.0,2.0,2.0,3.0,52.96,13
saas_007616,1,19.55,146.0,12.0,0.0,9.0,26.89,28
saas_008039,1,35.3,235.0,1.0,0.0,8.0,27.8,17
saas_007955,1,0.45,1.0,22.0,0.0,7.0,0.0,8
saas_009437,0,20.87,11.0,4.0,2.0,8.0,0.0,26
saas_002856,0,29.49,18.0,9.0,0.0,5.0,25.1,22
saas_001861,1,19.65,3.0,1.0,1.0,12.0,13.66,11
saas_002659,1,26.59,39.0,37.0,1.0,12.0,42.97,14
saas_003384,0,55.23,17.0,39.0,1.0,13.0,30.23,17
saas_009564,0,15.6,3.0,9.0,1.0,8.0,24.83,4
saas_009776,1,0.45,3.0,12.0,2.0,11.0,0.0,4
saas_008090,0,0.35,124.0,8.0,0.0,9.0,23.79,13
saas_008347,0,60.72,30.0,38.0,0.0,6.0,52.85,8
saas_007462,1,59.67,96.0,11.0,2.0,7.0,56.65,18
saas_006886,0,43.99,16.0,14.0,1.0,7.0,36.11,8
saas_004733,1,32.73,1.0,1.0,0.0,6.0,39.24,27
saas_003331,0,0.0,19.0,57.0,0.0,12.0,0.0,30
saas_009006,0,22.87,41.0,1.0,1.0,6.0,36.71,11
saas_008635,1,40.11,28.0,16.0,0.0,4.0,27.88,3
saas_006404,1,0.45,15.0,12.0,0.0,10.0,0.0,4
saas_008346,1,3.38,1.0,7.0,0.0,10.0,31.91,30
saas_009464,1,68.76,2.0,1.0,0.0,11.0,33.02,28
saas_007060,1,43.3,98.0,17.0,1.0,9.0,8.36,3
saas_002096,1,33.92,74.0,7.0,1.0,4.0,9.24,1
saas_002003,0,20.79,29.0,21.0,0.0,6.0,37.35,20
saas_008804,0,32.4,109.0,11.0,1.0,7.0,50.6,19
saas_009732,0,64.18,3.0,31.0,2.0,9.0,27.59,2
saas_004676,0,58.63,35.0,11.0,0.0,2.0,41.3,13
saas_005017,1,1.77,9.0,3.0,0.0,8.0,24.17,17
saas_007469,1,6.47,65.0,25.0,0.0,10.0,35.19,27
saas_000546,0,43.1,27.0,1.0,1.0,8.0,38.25,3
saas_001449,1,22.53,8.0,1.0,1.0,6.0,9.98,29
saas_003986,0,13.81,3.0,1.0,1.0,7.0,16.0,29
